2,512,1723.74,592.04,53.28,151.06,1.00,-1,-1,-1
3,512,1724.28,605.63,46.21,144.96,1.00,-1,-1,-1
4,512,1726.97,606.97,46.21,143.07,1.00,-1,-1,-1
5,512,1729.76,607.30,46.21,142.58,1.00,-1,-1,-1
6,512,1729.76,607.23,47.64,144.44,1.00,-1,-1,-1
7,512,1729.76,607.23,54.90,147.55,1.00,-1,-1,-1
8,512,1730.64,607.23,58.30,151.60,1.00,-1,-1,-1
9,512,1733.98,607.23,53.69,153.38,1.00,-1,-1,-1
10,512,1734.65,607.28,53.56,154.82,1.00,-1,-1,-1
11,512,1734.65,604.14,53.30,154.82,1.00,-1,-1,-1
12,512,1734.65,604.35,53.30,154.88,1.00,-1,-1,-1
13,512,1734.65,604.35,53.94,156.31,1.00,-1,-1,-1
14,512,1734.65,604.35,53.94,158.06,1.00,-1,-1,-1
15,512,1734.65,608.93,53.94,160.00,1.00,-1,-1,-1
16,512,1734.22,608.73,56.07,161.94,1.00,-1,-1,-1
17,512,1733.49,610.38,56.07,162.56,1.00,-1,-1,-1
18,512,1732.63,610.96,56.07,162.56,1.00,-1,-1,-1
19,512,1728.11,613.23,62.75,163.02,1.00,-1,-1,-1
20,512,1726.11,613.23,62.75,163.75,1.00,-1,-1,-1
21,512,1719.17,614.97,80.34,165.22,1.00,-1,-1,-1
22,512,1719.17,615.44,74.60,165.72,1.00,-1,-1,-1
23,512,1719.17,615.44,76.91,166.81,1.00,-1,-1,-1
24,512,1719.49,615.44,64.39,168.15,1.00,-1,-1,-1
25,512,1718.09,615.44,65.64,169.21,1.00,-1,-1,-1
26,512,1717.63,615.44,59.62,170.24,1.00,-1,-1,-1
27,512,1713.67,615.44,57.19,171.55,1.00,-1,-1,-1
28,512,1709.86,615.44,57.19,172.88,1.00,-1,-1,-1
29,512,1701.32,615.44,57.19,175.88,1.00,-1,-1,-1
30,512,1696.97,615.44,56.42,177.54,1.00,-1,-1,-1
31,512,1692.63,615.73,56.42,177.54,1.00,-1,-1,-1
32,512,1679.36,615.21,56.42,177.77,1.00,-1,-1,-1
33,512,1666.14,613.88,56.42,178.04,1.00,-1,-1,-1
34,512,1652.82,612.58,56.42,178.44,1.00,-1,-1,-1
35,512,1639.50,611.25,56.51,178.93,1.00,-1,-1,-1
36,512,1628.48,609.94,56.69,179.25,1.00,-1,-1,-1
37,512,1610.80,608.63,56.76,179.58,1.00,-1,-1,-1
38,512,1599.69,607.35,56.94,180.11,1.00,-1,-1,-1
39,512,1586.49,605.99,57.02,180.44,1.00,-1,-1,-1
40,512,1573.22,604.66,57.24,180.80,1.00,-1,-1,-1
41,512,1559.99,603.47,57.42,181.20,1.00,-1,-1,-1
42,512,1546.73,602.06,57.64,181.62,1.00,-1,-1,-1
43,512,1533.44,600.74,57.86,181.96,1.00,-1,-1,-1
44,512,1520.15,599.50,58.10,182.40,1.00,-1,-1,-1
45,512,1506.90,598.19,58.31,182.74,1.00,-1,-1,-1
46,512,1493.65,596.84,58.54,183.15,1.00,-1,-1,-1
47,512,1480.34,595.51,58.78,183.54,1.00,-1,-1,-1
48,512,1467.08,594.23,58.98,183.92,1.00,-1,-1,-1
49,512,1454.09,592.93,59.18,184.31,1.00,-1,-1,-1
50,512,1440.30,592.62,59.35,184.71,1.00,-1,-1,-1
51,512,1427.32,592.62,59.66,184.90,1.00,-1,-1,-1
52,512,1408.97,592.73,59.66,184.90,1.00,-1,-1,-1
53,512,1388.98,596.76,59.66,187.02,1.00,-1,-1,-1
54,512,1372.13,601.30,59.66,189.70,1.00,-1,-1,-1
55,512,1352.81,603.50,60.87,190.41,1.00,-1,-1,-1
56,512,1330.90,603.50,65.12,188.69,1.00,-1,-1,-1
57,512,1310.04,603.50,65.12,181.03,1.00,-1,-1,-1
58,512,1290.32,604.90,63.93,178.50,1.00,-1,-1,-1
59,512,1273.62,605.95,59.79,175.74,1.00,-1,-1,-1
60,512,1252.65,607.80,59.79,172.18,1.00,-1,-1,-1
61,512,1234.22,610.26,57.36,170.24,1.00,-1,-1,-1
62,512,1214.15,612.31,57.36,170.24,1.00,-1,-1,-1
63,512,1192.26,612.31,59.03,168.68,1.00,-1,-1,-1
64,512,1172.28,620.04,60.11,176.12,1.00,-1,-1,-1
65,512,1152.12,620.04,61.29,180.88,1.00,-1,-1,-1
66,512,1131.34,620.04,64.62,180.88,1.00,-1,-1,-1
67,512,1108.29,619.97,69.22,180.88,1.00,-1,-1,-1
68,512,1090.28,622.53,68.66,187.21,1.00,-1,-1,-1
69,512,1067.39,622.53,68.66,195.49,1.00,-1,-1,-1
70,512,1044.50,622.53,68.66,201.72,1.00,-1,-1,-1
71,512,1019.50,621.97,68.66,207.31,1.00,-1,-1,-1
72,512,994.06,620.73,68.66,210.51,1.00,-1,-1,-1
73,512,969.75,618.64,68.50,212.93,1.00,-1,-1,-1
74,512,942.21,617.58,70.31,215.09,1.00,-1,-1,-1
75,512,916.92,617.58,70.31,219.37,1.00,-1,-1,-1
76,512,893.12,617.58,70.01,223.07,1.00,-1,-1,-1
77,512,864.03,617.58,70.57,223.07,1.00,-1,-1,-1
78,512,839.17,618.60,70.57,227.10,1.00,-1,-1,-1
79,512,810.21,622.76,71.34,229.23,1.00,-1,-1,-1
80,512,780.81,623.39,72.25,229.23,1.00,-1,-1,-1
81,512,750.02,627.21,72.91,229.09,1.00,-1,-1,-1
82,512,720.93,633.07,72.83,228.40,1.00,-1,-1,-1
83,512,689.97,636.38,72.83,229.95,1.00,-1,-1,-1
84,512,657.04,639.17,73.53,232.77,1.00,-1,-1,-1
85,512,624.17,643.08,73.95,235.56,1.00,-1,-1,-1
86,512,590.27,645.36,75.61,238.36,1.00,-1,-1,-1
87,512,555.98,648.16,75.67,242.15,1.00,-1,-1,-1
88,512,522.10,651.36,75.67,247.45,1.00,-1,-1,-1
89,512,485.82,654.34,76.49,249.24,1.00,-1,-1,-1
90,512,449.55,660.06,76.21,252.75,1.00,-1,-1,-1
91,512,410.05,662.54,84.10,257.44,1.00,-1,-1,-1
92,512,371.66,665.83,86.47,260.23,1.00,-1,-1,-1
93,512,333.78,666.53,85.81,264.33,1.00,-1,-1,-1
94,512,291.20,666.53,87.37,269.22,1.00,-1,-1,-1
95,512,247.13,667.87,98.76,272.62,1.00,-1,-1,-1
96,512,206.38,667.87,99.83,276.41,1.00,-1,-1,-1
97,512,164.69,670.20,102.02,279.20,1.00,-1,-1,-1
98,512,120.73,671.58,108.99,283.28,1.00,-1,-1,-1
99,512,76.12,673.36,112.66,286.45,1.00,-1,-1,-1
100,512,29.03,677.99,118.29,288.30,1.00,-1,-1,-1
101,512,-22.89,678.89,127.33,292.81,1.00,-1,-1,-1
2,513,1278.44,547.28,24.20,58.81,1.00,-1,-1,-1
